Tool,Rate 1,Rate 2
EPR4Q,0.0632,0.0632
EPR4Q,0.0596,0.0596
EPR4Q,0.0561,0.0561
EPR4Q,0.0418,0.0418
EPR4Q,0.0382,0.0382
EPR4Q,0.0347,0.0347
EPR4Q,0.0311,0.0311
EPR4Q,0.0169,0.0169
EPR4Q,0.0133,0.0133
EPR4Q,0.0097,0.0097
EPR4Q,0.0062,0.0062
EPR4Q,0.0081,0.0081
EPR4Q,0.0117,0.0117
EPR4Q,0.0152,0.0152
EPR4Q,0.0188,0.0188
EPR4Q,0.0331,0.0331
EPR4Q,0.0366,0.0366
EPR4Q,0.0402,0.0402
EPR4Q,0.0438,0.0438
EPR4Q,0.0565,0.0565
EPR4Q,0.0582,0.0582
EPR4Q,0.06,0.06
EPR4Q,0.0618,0.0618
EPR4Q,0.0688,0.0688
EPR4Q,0.0706,0.0706
EPR4Q,0.0723,0.0723
EPR4Q,0.0741,0.0741
EPR4Q,0.0759,0.0759
EPR4Q,0.0829,0.0829
EPR4Q,0.0855,0.0855
EPR4Q,0.0885,0.0885
EPR4Q,0.09,0.09
EPR4Q,0.0943,0.0943
EPR4Q,0.0958,0.0958
EPR4Q,0.0972,0.0972
EPR4Q,0.0987,0.0987
EPR4Q,0.106,0.106
EPR4Q,0.1074,0.1074
EPR4Q,0.1089,0.1089
EPR4Q,0.1103,0.1103
EPR4Q,0.1153,0.1153
EPR4Q,0.1165,0.1165
EPR4Q,0.1176,0.1176
EPR4Q,0.1187,0.1187
EPR4Q,0.1233,0.1233
EPR4Q,0.1244,0.1244
EPR4Q,0.1256,0.1256
EPR4Q,0.1267,0.1267
EPR4Q,0.1313,0.1313
EPR4Q,0.1324,0.1324
EPR4Q,0.1336,0.1336
EPR4Q,0.1347,0.1347
EPR4Q,0.1392,0.1392
EPR4Q,0.1404,0.1404
EPR4Q,0.1415,0.1415
EPR4Q,0.1427,0.1427
EPR4Q,0.1472,0.1472
EPR4Q,0.1484,0.1484
EPR4Q,0.1495,0.1495
EPR4Q,0.1506,0.1506
EPR4Q,0.1523,0.1523
EPR4Q,0.1523,0.1523
EPR4Q,0.1523,0.1523
EPR4Q,0.152,0.152
EPR4Q,0.1507,0.1507
EPR4Q,0.1504,0.1504
EPR4Q,0.1501,0.1501
EPR4Q,0.1498,0.1498
EPR4Q,0.1485,0.1485
EPR4Q,0.1482,0.1482
EPR4Q,0.1479,0.1479
EPR4Q,0.1475,0.1475
EPR4Q,0.1463,0.1463
EPR4Q,0.146,0.146
EPR4Q,0.1456,0.1456
EPR4Q,0.1453,0.1453
EPR4Q,0.145,0.145
EPR4Q,0.141,0.141
EPR4Q,0.1395,0.1395
EPR4Q,0.138,0.138
EPR4Q,0.1365,0.1365
EPR4Q,0.132,0.132
EPR4Q,0.1305,0.1305
EPR4Q,0.129,0.129
EPR4Q,0.1276,0.1276
EPR4Q,0.1201,0.1201
EPR4Q,0.1186,0.1186
EPR4Q,0.118,0.118
EPR4Q,0.1198,0.1198
EPR4Q,0.127,0.127
EPR4Q,0.1288,0.1288
EPR4Q,0.1306,0.1306
EPR4Q,0.1324,0.1324
EPR4Q,0.1396,0.1396
EPR4Q,0.1413,0.1413
EPR4Q,0.1419,0.1419
EPR4Q,0.1419,0.1419
EPR4Q,0.142,0.142
EPR4Q,0.1421,0.1421
EPR4Q,0.1421,0.1421
EPR4Q,0.1421,0.1421
EPR4Q,0.1422,0.1422
EPR4Q,0.1423,0.1423
EPR4Q,0.1423,0.1423
EPR4Q,0.1423,0.1423
EPR4Q,0.1399,0.1399
EPR4Q,0.1383,0.1383
EPR4Q,0.1367,0.1367
EPR4Q,0.1351,0.1351
EPR4Q,0.1286,0.1286
EPR4Q,0.127,0.127
EPR4Q,0.1254,0.1254
EPR4Q,0.1238,0.1238
EPR4Q,0.1189,0.1189
EPR4Q,0.1186,0.1186
EPR4Q,0.1183,0.1183
EPR4Q,0.1179,0.1179
EPR4Q,0.1166,0.1166
EPR4Q,0.1163,0.1163
EPR4Q,0.1159,0.1159
EPR4Q,0.1156,0.1156
EPR4Q,0.1143,0.1143
EPR4Q,0.114,0.114
EPR4Q,0.1136,0.1136
EPR4Q,0.1133,0.1133
EPR4Q,0.112,0.112
EPR4Q,0.1116,0.1116
EPR4Q,0.1113,0.1113
EPR4Q,0.1112,0.1112
EPR4Q,0.1113,0.1113
EPR4Q,0.1115,0.1115
EPR4Q,0.1116,0.1116
EPR4Q,0.1117,0.1117
EPR4Q,0.1118,0.1118
EPR4Q,0.1118,0.1118
EPR4Q,0.1121,0.1121
EPR4Q,0.1122,0.1122
EPR4Q,0.1123,0.1123
EPR4Q,0.1124,0.1124
EPR4Q,0.1128,0.1128
EPR4Q,0.1136,0.1136
EPR4Q,0.1144,0.1144
EPR4Q,0.1152,0.1152
EPR4Q,0.1183,0.1183
EPR4Q,0.1191,0.1191
EPR4Q,0.1199,0.1199
EPR4Q,0.1207,0.1207
EPR4Q,0.1238,0.1238
EPR4Q,0.1246,0.1246
EPR4Q,0.1254,0.1254
EPR4Q,0.1261,0.1261
EPR4Q,0.1293,0.1293
EPR4Q,0.1301,0.1301
EPR4Q,0.1308,0.1308
EPR4Q,0.1316,0.1316
EPR4Q,0.1368,0.1368
EPR4Q,0.1381,0.1381
EPR4Q,0.1394,0.1394
EPR4Q,0.1407,0.1407
EPR4Q,0.1459,0.1459
EPR4Q,0.1472,0.1472
EPR4Q,0.1485,0.1485
EPR4Q,0.1499,0.1499
EPR4Q,0.1551,0.1551
EPR4Q,0.1564,0.1564
EPR4Q,0.1577,0.1577
EPR4Q,0.159,0.159
EPR4Q,0.1642,0.1642
EPR4Q,0.1655,0.1655
EPR4Q,0.1689,0.1689
EPR4Q,0.1733,0.1733
EPR4Q,0.1909,0.1909
EPR4Q,0.1952,0.1952
EPR4Q,0.1996,0.1996
EPR4Q,0.204,0.204
EPR4Q,0.2216,0.2216
EPR4Q,0.226,0.226
EPR4Q,0.2304,0.2304
EPR4Q,0.2348,0.2348
EPR4Q,0.2521,0.2521
EPR4Q,0.256,0.256
EPR4Q,0.26,0.26
EPR4Q,0.2634,0.2634
EPR4Q,0.2649,0.2649
EPR4Q,0.271,0.271
EPR4Q,0.2725,0.2725
EPR4Q,0.274,0.274
EPR4Q,0.2755,0.2755
EPR4Q,0.2815,0.2815
EPR4Q,0.283,0.283
EPR4Q,0.2846,0.2846
EPR4Q,0.2861,0.2861
EPR4Q,0.288,0.288
EPR4Q,0.2882,0.2882
EPR4Q,0.2885,0.2885
EPR4Q,0.2888,0.2888
EPR4Q,0.2899,0.2899
EPR4Q,0.2902,0.2902
EPR4Q,0.2905,0.2905
EPR4Q,0.2908,0.2908
EPR4Q,0.3012,0.3012
EPR4Q,0.3041,0.3041
EPR4Q,0.307,0.307
EPR4Q,0.3099,0.3099
EPR4Q,0.3216,0.3216
EPR4Q,0.3245,0.3245
EPR4Q,0.3274,0.3274
EPR4Q,0.3303,0.3303
EPR4Q,0.3402,0.3402
EPR4Q,0.3416,0.3416
EPR4Q,0.3429,0.3429
EPR4Q,0.3443,0.3443
EPR4Q,0.3497,0.3497
EPR4Q,0.351,0.351
EPR4Q,0.3524,0.3524
EPR4Q,0.3538,0.3538
EPR4Q,0.3599,0.3599
EPR4Q,0.3614,0.3614
EPR4Q,0.3629,0.3629
EPR4Q,0.3645,0.3645
EPR4Q,0.3667,0.3667
EPR4Q,0.3666,0.3666
EPR4Q,0.3665,0.3665
EPR4Q,0.3665,0.3665
EPR4Q,0.3662,0.3662
EPR4Q,0.3661,0.3661
EPR4Q,0.3661,0.3661
EPR4Q,0.366,0.366
EPR4Q,0.3657,0.3657
EPR4Q,0.3663,0.3663
EPR4Q,0.3678,0.3678
EPR4Q,0.3694,0.3694
EPR4Q,0.3772,0.3772
EPR4Q,0.3787,0.3787
EPR4Q,0.3803,0.3803
EPR4Q,0.3818,0.3818
EPR4Q,0.3865,0.3865
EPR4Q,0.388,0.388
EPR4Q,0.3896,0.3896
EPR4Q,0.3911,0.3911
EPR4Q,0.3917,0.3917
EPR4Q,0.3877,0.3877
EPR4Q,0.3867,0.3867
EPR4Q,0.3857,0.3857
EPR4Q,0.3847,0.3847
EPR4Q,0.3808,0.3808
EPR4Q,0.3798,0.3798
EPR4Q,0.3788,0.3788
EPR4Q,0.3778,0.3778
EPR4Q,0.3738,0.3738
EPR4Q,0.3728,0.3728
EPR4Q,0.3718,0.3718
EPR4Q,0.3708,0.3708
EPR4Q,0.3668,0.3668
EPR4Q,0.3658,0.3658
EPR4Q,0.3656,0.3656
EPR4Q,0.3662,0.3662
EPR4Q,0.3689,0.3689
EPR4Q,0.3696,0.3696
EPR4Q,0.3703,0.3703
EPR4Q,0.371,0.371
EPR4Q,0.3737,0.3737
EPR4Q,0.3743,0.3743
EPR4Q,0.375,0.375
EPR4Q,0.3757,0.3757
EPR4Q,0.3783,0.3783
EPR4Q,0.3785,0.3785
EPR4Q,0.3787,0.3787
EPR4Q,0.3789,0.3789
EPR4Q,0.3797,0.3797
EPR4Q,0.3799,0.3799
EPR4Q,0.3801,0.3801
EPR4Q,0.3803,0.3803
EPR4Q,0.3812,0.3812
EPR4Q,0.3814,0.3814
EPR4Q,0.3816,0.3816
EPR4Q,0.3818,0.3818
EPR4Q,0.3826,0.3826
EPR4Q,0.3828,0.3828
EPR4Q,0.3831,0.3831
EPR4Q,0.3833,0.3833
EPR4Q,0.3841,0.3841
EPR4Q,0.3843,0.3843
EPR4Q,0.3845,0.3845
EPR4Q,0.2279,0.2279
EPR4Q,0.2287,0.2287
EPR4Q,0.2295,0.2295
EPR4Q,0.2303,0.2303
EPR4Q,0.231,0.231
EPR4Q,0.2333,0.2333
EPR4Q,0.2341,0.2341
EPR4Q,0.2349,0.2349
EPR4Q,0.2363,0.2363
EPR4Q,0.2377,0.2377
EPR4Q,0.2409,0.2409
EPR4Q,0.2399,0.2399
EPR4Q,0.2389,0.2389
EPR4Q,0.2379,0.2379
EPR4Q,0.235,0.235
EPR4Q,0.234,0.234
EPR4Q,0.233,0.233
EPR4Q,0.232,0.232
EPR4Q,0.231,0.231
EPR4Q,0.2288,0.2288
EPR4Q,0.2291,0.2291
EPR4Q,0.2293,0.2293
EPR4Q,0.2296,0.2296
EPR4Q,0.2307,0.2307
EPR4Q,0.231,0.231
EPR4Q,0.2312,0.2312
EPR4Q,0.2315,0.2315
EPR4Q,0.2326,0.2326
EPR4Q,0.234,0.234
EPR4Q,0.2365,0.2365
EPR4Q,0.239,0.239
EPR4Q,0.2415,0.2415
EPR4Q,0.2491,0.2491
EPR4Q,0.2516,0.2516
EPR4Q,0.2541,0.2541
EPR4Q,0.2567,0.2567
EPR4Q,0.267,0.267
EPR4Q,0.2696,0.2696
EPR4Q,0.2722,0.2722
EPR4Q,0.2748,0.2748
EPR4Q,0.2774,0.2774
EPR4Q,0.2714,0.2714
EPR4Q,0.2688,0.2688
EPR4Q,0.2662,0.2662
EPR4Q,0.2636,0.2636
EPR4Q,0.261,0.261
EPR4Q,0.2532,0.2532
EPR4Q,0.2506,0.2506
EPR4Q,0.248,0.248
EPR4Q,0.2454,0.2454
EPR4Q,0.2428,0.2428
EPR4Q,0.235,0.235
EPR4Q,0.2329,0.2329
EPR4Q,0.2326,0.2326
EPR4Q,0.2324,0.2324
EPR4Q,0.2321,0.2321
EPR4Q,0.2314,0.2314
EPR4Q,0.2312,0.2312
EPR4Q,0.2309,0.2309
EPR4Q,0.2307,0.2307
EPR4Q,0.2304,0.2304
EPR4Q,0.2271,0.2271
EPR4Q,0.2248,0.2248
EPR4Q,0.2226,0.2226
EPR4Q,0.2204,0.2204
EPR4Q,0.2182,0.2182
EPR4Q,0.2116,0.2116
EPR4Q,0.2094,0.2094
EPR4Q,0.2072,0.2072
EPR4Q,0.2049,0.2049
EPR4Q,0.2027,0.2027
EPR4Q,0.1961,0.1961
EPR4Q,0.1939,0.1939
EPR4Q,0.1917,0.1917
EPR4Q,0.1895,0.1895
EPR4Q,0.1873,0.1873
EPR4Q,0.1784,0.1784
EPR4Q,0.1762,0.1762
EPR4Q,0.174,0.174
EPR4Q,0.1718,0.1718
EPR4Q,0.1639,0.1639
EPR4Q,0.162,0.162
EPR4Q,0.1601,0.1601
EPR4Q,0.1582,0.1582
EPR4Q,0.1505,0.1505
EPR4Q,0.1486,0.1486
EPR4Q,0.1466,0.1466
EPR4Q,0.1447,0.1447
EPR4Q,0.137,0.137
EPR4Q,0.1351,0.1351
EPR4Q,0.1335,0.1335
EPR4Q,0.1319,0.1319
EPR4Q,0.1255,0.1255
EPR4Q,0.1239,0.1239
EPR4Q,0.1223,0.1223
EPR4Q,0.1207,0.1207
EPR4Q,0.1191,0.1191
EPR4Q,0.1143,0.1143
EPR4Q,0.1127,0.1127
EPR4Q,0.1111,0.1111
EPR4Q,0.1095,0.1095
EPR4Q,0.1079,0.1079
EPR4Q,0.1032,0.1032
EPR4Q,0.1016,0.1016
EPR4Q,0.1,0.1
EPR4Q,0.0984,0.0984
EPR4Q,0.0968,0.0968
EPR4Q,0.092,0.092
EPR4Q,0.0904,0.0904
EPR4Q,0.0888,0.0888
EPR4Q,0.0872,0.0872
EPR4Q,0.0856,0.0856
EPR4Q,0.0808,0.0808
EPR4Q,0.0792,0.0792
EPR4Q,0.0776,0.0776
EPR4Q,0.076,0.076
EPR4Q,0.0744,0.0744
EPR4Q,0.0696,0.0696
EPR4Q,0.0681,0.0681
EPR4Q,0.0665,0.0665
EPR4Q,0.0649,0.0649
EPR4Q,0.0633,0.0633
EPR4Q,0.0585,0.0585
EPR4Q,0.0569,0.0569
EPR4Q,0.0553,0.0553
EPR4Q,0.0537,0.0537
EPR4Q,0.0521,0.0521
EPR4Q,0.0473,0.0473
EPR4Q,0.0457,0.0457
EPR4Q,0.0441,0.0441
EPR4Q,0.0425,0.0425
EPR4Q,0.0409,0.0409
EPR4Q,0.0345,0.0345
EPR4Q,0.0329,0.0329
EPR4Q,0.031,0.031
EPR4Q,0.0282,0.0282
EPR4Q,0.0167,0.0167
EPR4Q,0.0139,0.0139
EPR4Q,0.011,0.011
EPR4Q,0.0082,0.0082
EPR4Q,0.0033,0.0033
EPR4Q,0.0059,0.0059
EPR4Q,0.0083,0.0083
EPR4Q,0.0106,0.0106
EPR4Q,0.0201,0.0201
EPR4Q,0.0225,0.0225
EPR4Q,0.0249,0.0249
EPR4Q,0.0272,0.0272
EPR4Q,0.0367,0.0367
EPR4Q,0.0391,0.0391
EPR4Q,0.0415,0.0415
EPR4Q,0.0438,0.0438
EPR4Q,0.0462,0.0462
EPR4Q,0.0533,0.0533
EPR4Q,0.0557,0.0557
EPR4Q,0.0581,0.0581
EPR4Q,0.0605,0.0605
EPR4Q,0.0628,0.0628
EPR4Q,0.0647,0.0647
EPR4Q,0.0651,0.0651
EPR4Q,0.0656,0.0656
EPR4Q,0.066,0.066
EPR4Q,0.0664,0.0664
EPR4Q,0.0678,0.0678
EPR4Q,0.0682,0.0682
EPR4Q,0.0687,0.0687
EPR4Q,0.0691,0.0691
EPR4Q,0.0691,0.0691
EPR4Q,0.0659,0.0659
EPR4Q,0.0649,0.0649
EPR4Q,0.0638,0.0638
EPR4Q,0.0628,0.0628
EPR4Q,0.0617,0.0617
EPR4Q,0.0586,0.0586
EPR4Q,0.0575,0.0575
EPR4Q,0.0565,0.0565
EPR4Q,0.0554,0.0554
EPR4Q,0.0544,0.0544
EPR4Q,0.0484,0.0484
EPR4Q,0.0461,0.0461
EPR4Q,0.044,0.044
EPR4Q,0.0424,0.0424
EPR4Q,0.0409,0.0409
EPR4Q,0.0363,0.0363
EPR4Q,0.0348,0.0348
EPR4Q,0.0333,0.0333
EPR4Q,0.0318,0.0318
EPR4Q,0.0302,0.0302
EPR4Q,0.0237,0.0237
EPR4Q,0.022,0.022
EPR4Q,0.0203,0.0203
EPR4Q,0.0186,0.0186
EPR4Q,0.0199,0.0199
EPR4Q,0.0204,0.0204
EPR4Q,0.021,0.021
EPR4Q,0.0215,0.0215
EPR4Q,0.022,0.022
EPR4Q,0.0241,0.0241
EPR4Q,0.0247,0.0247
EPR4Q,0.0252,0.0252
EPR4Q,0.0257,0.0257
EPR4Q,0.0278,0.0278
EPR4Q,0.0284,0.0284
EPR4Q,0.0289,0.0289
EPR4Q,0.0294,0.0294
EPR4Q,0.0316,0.0316
EPR4Q,0.0321,0.0321
EPR4Q,0.0326,0.0326
EPR4Q,0.0331,0.0331
EPR4Q,0.0337,0.0337
EPR4Q,0.0353,0.0353
EPR4Q,0.0358,0.0358
EPR4Q,0.0363,0.0363
EPR4Q,0.0369,0.0369
EPR4Q,0.0374,0.0374
EPR4Q,0.039,0.039
EPR4Q,0.0395,0.0395
EPR4Q,0.0408,0.0408
EPR4Q,0.0423,0.0423
EPR4Q,0.0438,0.0438
EPR4Q,0.0483,0.0483
EPR4Q,0.0498,0.0498
EPR4Q,0.0513,0.0513
EPR4Q,0.0528,0.0528
EPR4Q,0.0543,0.0543
EPR4Q,0.0589,0.0589
EPR4Q,0.0604,0.0604
EPR4Q,0.0606,0.0606
EPR4Q,0.0607,0.0607
EPR4Q,0.0608,0.0608
EPR4Q,0.0611,0.0611
EPR4Q,0.0612,0.0612
EPR4Q,0.0605,0.0605
EPR4Q,0.0596,0.0596
EPR4Q,0.0587,0.0587
EPR4Q,0.0561,0.0561
EPR4Q,0.0552,0.0552
EPR4Q,0.0543,0.0543
EPR4Q,0.0535,0.0535
EPR4Q,0.0526,0.0526
EPR4Q,0.05,0.05
EPR4Q,0.0491,0.0491
EPR4Q,0.0482,0.0482
EPR4Q,0.0473,0.0473
EPR4Q,0.0465,0.0465
EPR4Q,0.043,0.043
EPR4Q,0.0421,0.0421
EPR4Q,0.0412,0.0412
EPR4Q,0.0403,0.0403
EPR4Q,0.0377,0.0377
EPR4Q,0.0368,0.0368
EPR4Q,0.036,0.036
EPR4Q,0.0351,0.0351
EPR4Q,0.0342,0.0342
EPR4Q,0.0307,0.0307
EPR4Q,0.0298,0.0298
EPR4Q,0.029,0.029
EPR4Q,0.0281,0.0281
EPR4Q,0.0238,0.0238
EPR4Q,0.0226,0.0226
EPR4Q,0.0221,0.0221
EPR4Q,0.0222,0.0222
EPR4Q,0.0227,0.0227
EPR4Q,0.0228,0.0228
EPR4Q,0.0229,0.0229
EPR4Q,0.0231,0.0231
EPR4Q,0.0232,0.0232
EPR4Q,0.0235,0.0235
EPR4Q,0.0237,0.0237
EPR4Q,0.0238,0.0238
EPR4Q,0.0239,0.0239
EPR4Q,0.0244,0.0244
EPR4Q,0.0239,0.0239
EPR4Q,0.0223,0.0223
EPR4Q,0.0206,0.0206
EPR4Q,0.019,0.019
EPR4Q,0.0141,0.0141
EPR4Q,0.0124,0.0124
EPR4Q,0.0108,0.0108
EPR4Q,0.0091,0.0091
EPR4Q,0.0075,0.0075
EPR4Q,0.0026,0.0026
EPR4Q,0.0009,0.0009
EPR4Q,0.0007,0.0007
EPR4Q,0.0023,0.0023
EPR4Q,0.004,0.004
EPR4Q,0.0089,0.0089
EPR4Q,0.0106,0.0106
EPR4Q,0.0122,0.0122
EPR4Q,0.0138,0.0138
EPR4Q,0.0155,0.0155
EPR4Q,0.0176,0.0176
EPR4Q,0.0181,0.0181
EPR4Q,0.0179,0.0179
EPR4Q,0.0148,0.0148
EPR4Q,0.0117,0.0117
EPR4Q,0.0025,0.0025
EPR4Q,0.0006,0.0006
EPR4Q,0.0037,0.0037
EPR4Q,0.0068,0.0068
EPR4Q,0.0099,0.0099
EPR4Q,0.021,0.021
EPR4Q,0.026,0.026
EPR4Q,0.0309,0.0309
EPR4Q,0.0359,0.0359
EPR4Q,0.0408,0.0408
EPR4Q,0.0557,0.0557
EPR4Q,0.0607,0.0607
EPR4Q,0.0657,0.0657
EPR4Q,0.0706,0.0706
EPR4Q,0.0756,0.0756
EPR4Q,0.0905,0.0905
EPR4Q,0.0954,0.0954
EPR4Q,0.1004,0.1004
EPR4Q,0.104,0.104
EPR4Q,0.1059,0.1059
EPR4Q,0.1135,0.1135
EPR4Q,0.1153,0.1153
EPR4Q,0.1172,0.1172
EPR4Q,0.1191,0.1191
EPR4Q,0.121,0.121
EPR4Q,0.1307,0.1307
EPR4Q,0.1358,0.1358
EPR4Q,0.141,0.141
EPR4Q,0.1461,0.1461
EPR4Q,0.1512,0.1512
EPR4Q,0.1717,0.1717
EPR4Q,0.1769,0.1769
EPR4Q,0.182,0.182
EPR4Q,0.1871,0.1871
EPR4Q,0.2076,0.2076
EPR4Q,0.2128,0.2128
EPR4Q,0.2179,0.2179
EPR4Q,0.223,0.223
EPR4Q,0.2282,0.2282
EPR4Q,0.2435,0.2435
EPR4Q,0.246,0.246
EPR4Q,0.2479,0.2479
EPR4Q,0.2499,0.2499
EPR4Q,0.2519,0.2519
EPR4Q,0.2539,0.2539
EPR4Q,0.2528,0.2528
EPR4Q,0.2517,0.2517
EPR4Q,0.2506,0.2506
EPR4Q,0.2496,0.2496
EPR4Q,0.2464,0.2464
EPR4Q,0.2453,0.2453
EPR4Q,0.2442,0.2442
EPR4Q,0.2431,0.2431
EPR4Q,0.2421,0.2421
EPR4Q,0.2389,0.2389
EPR4Q,0.2378,0.2378
EPR4Q,0.2367,0.2367
EPR4Q,0.2361,0.2361
EPR4Q,0.2358,0.2358
EPR4Q,0.2349,0.2349
EPR4Q,0.2346,0.2346
EPR4Q,0.2343,0.2343
EPR4Q,0.234,0.234
EPR4Q,0.2337,0.2337
EPR4Q,0.2335,0.2335
EPR4Q,0.2351,0.2351
EPR4Q,0.2368,0.2368
EPR4Q,0.2384,0.2384
EPR4Q,0.24,0.24
EPR4Q,0.2449,0.2449
EPR4Q,0.2465,0.2465
EPR4Q,0.2482,0.2482
EPR4Q,0.2498,0.2498
EPR4Q,0.2514,0.2514
EPR4Q,0.2563,0.2563
EPR4Q,0.258,0.258
EPR4Q,0.2582,0.2582
EPR4Q,0.2543,0.2543
EPR4Q,0.2503,0.2503
EPR4Q,0.2342,0.2342
EPR4Q,0.2301,0.2301
EPR4Q,0.2261,0.2261
EPR4Q,0.2221,0.2221
EPR4Q,0.2181,0.2181
EPR4Q,0.21,0.21
EPR4Q,0.206,0.206
EPR4Q,0.202,0.202
EPR4Q,0.1979,0.1979
EPR4Q,0.1939,0.1939
EPR4Q,0.1778,0.1778
EPR4Q,0.1738,0.1738
EPR4Q,0.1697,0.1697
EPR4Q,0.1657,0.1657
EPR4Q,0.1623,0.1623
EPR4Q,0.1616,0.1616
EPR4Q,0.161,0.161
EPR4Q,0.1604,0.1604
EPR4Q,0.1597,0.1597
EPR4Q,0.1578,0.1578
EPR4Q,0.1572,0.1572
EPR4Q,0.1565,0.1565
EPR4Q,0.1559,0.1559
EPR4Q,0.1552,0.1552
EPR4Q,0.1533,0.1533
EPR4Q,0.1527,0.1527
EPR4Q,0.152,0.152
EPR4Q,0.1514,0.1514
EPR4Q,0.1507,0.1507
EPR4Q,0.1488,0.1488
EPR4Q,0.1482,0.1482
EPR4Q,0.1475,0.1475
EPR4Q,0.1469,0.1469
EPR4Q,0.1463,0.1463
EPR4Q,0.1443,0.1443
EPR4Q,0.1437,0.1437
EPR4Q,0.143,0.143
EPR4Q,0.1424,0.1424
EPR4Q,0.1418,0.1418
EPR4Q,0.1398,0.1398
EPR4Q,0.1392,0.1392
EPR4Q,0.1386,0.1386
EPR4Q,0.1379,0.1379
EPR4Q,0.1373,0.1373
EPR4Q,0.1354,0.1354
EPR4Q,0.1347,0.1347
EPR4Q,0.1341,0.1341
EPR4Q,0.1334,0.1334
EPR4Q,0.1328,0.1328
EPR4Q,0.1309,0.1309
EPR4Q,0.1302,0.1302
EPR4Q,0.1296,0.1296
EPR4Q,0.1289,0.1289
EPR4Q,0.1283,0.1283
EPR4Q,0.1264,0.1264
EPR4Q,0.1257,0.1257
EPR4Q,0.1251,0.1251
EPR4Q,0.1245,0.1245
EPR4Q,0.1238,0.1238
EPR4Q,0.1433,0.1433
EPR4Q,0.1513,0.1513
EPR4Q,0.1574,0.1574
EPR4Q,0.1612,0.1612
EPR4Q,0.165,0.165
EPR4Q,0.1688,0.1688
EPR4Q,0.1764,0.1764
EPR4Q,0.1783,0.1783
EPR4Q,0.1791,0.1791
EPR4Q,0.1799,0.1799
EPR4Q,0.1806,0.1806
EPR4Q,0.1837,0.1837
EPR4Q,0.1845,0.1845
EPR4Q,0.1853,0.1853
EPR4Q,0.186,0.186
EPR4Q,0.1866,0.1866
EPR4Q,0.187,0.187
EPR4Q,0.1871,0.1871
EPR4Q,0.1873,0.1873
EPR4Q,0.1874,0.1874
EPR4Q,0.1875,0.1875
EPR4Q,0.1877,0.1877
EPR4Q,0.1877,0.1877
EPR4Q,0.1877,0.1877
EPR4Q,0.1877,0.1877
EPR4Q,0.1877,0.1877
EPR4Q,0.1877,0.1877
EPR4Q,0.1877,0.1877
EPR4Q,0.1877,0.1877
EPR4Q,0.1877,0.1877
EPR4Q,0.1877,0.1877
EPR4Q,0.1877,0.1877
EPR4Q,0.1877,0.1877
EPR4Q,0.1876,0.1876
EPR4Q,0.1915,0.1915
EPR4Q,0.2105,0.2105
EPR4Q,0.2168,0.2168
EPR4Q,0.2231,0.2231
EPR4Q,0.2295,0.2295
EPR4Q,0.2352,0.2352
EPR4Q,0.2417,0.2417
EPR4Q,0.2439,0.2439
EPR4Q,0.246,0.246
EPR4Q,0.2482,0.2482
EPR4Q,0.2504,0.2504
EPR4Q,0.2557,0.2557
EPR4Q,0.2571,0.2571
EPR4Q,0.2585,0.2585
EPR4Q,0.2599,0.2599
EPR4Q,0.2613,0.2613
EPR4Q,0.2655,0.2655
EPR4Q,0.2669,0.2669
EPR4Q,0.2683,0.2683
EPR4Q,0.2697,0.2697
EPR4Q,0.2711,0.2711
EPR4Q,0.2752,0.2752
EPR4Q,0.2766,0.2766
EPR4Q,0.278,0.278
EPR4Q,0.2794,0.2794
EPR4Q,0.2808,0.2808
EPR4Q,0.285,0.285
EPR4Q,0.2864,0.2864
EPR4Q,0.2878,0.2878
EPR4Q,0.2892,0.2892
EPR4Q,0.2905,0.2905
EPR4Q,0.2988,0.2988
EPR4Q,0.3043,0.3043
EPR4Q,0.3098,0.3098
EPR4Q,0.3152,0.3152
EPR4Q,0.3207,0.3207
EPR4Q,0.3425,0.3425
EPR4Q,0.3479,0.3479
EPR4Q,0.3534,0.3534
EPR4Q,0.3588,0.3588
EPR4Q,0.3643,0.3643
EPR4Q,0.3689,0.3689
EPR4Q,0.3696,0.3696
EPR4Q,0.3702,0.3702
EPR4Q,0.3674,0.3674
EPR4Q,0.3642,0.3642
EPR4Q,0.3548,0.3548
EPR4Q,0.3516,0.3516
EPR4Q,0.3485,0.3485
EPR4Q,0.3453,0.3453
EPR4Q,0.3422,0.3422
EPR4Q,0.3327,0.3327
EPR4Q,0.3295,0.3295
EPR4Q,0.3264,0.3264
EPR4Q,0.3228,0.3228
EPR4Q,0.3187,0.3187
EPR4Q,0.3064,0.3064
EPR4Q,0.3023,0.3023
EPR4Q,0.2982,0.2982
EPR4Q,0.2941,0.2941
EPR4Q,0.29,0.29
EPR4Q,0.2777,0.2777
EPR4Q,0.2736,0.2736
EPR4Q,0.2695,0.2695
EPR4Q,0.2654,0.2654
EPR4Q,0.2637,0.2637
EPR4Q,0.2626,0.2626
EPR4Q,0.2623,0.2623
EPR4Q,0.2619,0.2619
EPR4Q,0.2615,0.2615
EPR4Q,0.2612,0.2612
EPR4Q,0.2601,0.2601
EPR4Q,0.2597,0.2597
EPR4Q,0.2593,0.2593
EPR4Q,0.2589,0.2589
EPR4Q,0.2585,0.2585
EPR4Q,0.2574,0.2574
EPR4Q,0.257,0.257
EPR4Q,0.2566,0.2566
EPR4Q,0.2562,0.2562
EPR4Q,0.2558,0.2558
