TIC,latitude,longitude,Tmag,GAIAmag,Vmag,Jmag,Kmag,Teff,logg,MH,lumclass,rad,e_rad,mass,numcont,contratio,pmRA,pmDEC,Sectors,Epoch,Period,Duration,Depth,Depth,Tmag,Delta Tmag
259172391,71.49738735,292.7676755,10.6074,11.0035,10.931,10.057,9.753,6240,4.46607,,DWARF,1.06422,0.0478392,1.208,121,0.027674586,4.79082,-6.7311,11,2458597.482,2.786214,2.02642,12623.9502,,12.6264,4.747011818
259353953,-15.49943347,113.9608835,10.0634,10.2298,10.219,9.716,9.567,8035,4.28238,,DWARF,1.66797,0.0521608,1.944,715,0.141620368,-9.48335,-4.96306,20,2458816.937,2.827591,1.15843,1067.127652,,9.01249,7.429459066
259377017,-51.95623229,68.41550094,10.4981,11.6306,12.603,9.099,8.251,3532,4.85053,,DWARF,0.374358,0.0114957,0.362274,65,0.010317909,82.9441,-269.755,14,2458688.717,6.256742,3.472081,915.202271,,8.9361,7.596207277
259389219,-51.3965537,68.80383915,11.2486,11.6885,11.787,10.631,10.248,5753,3.82946,,DWARF,2.04513,0.10044,1.03,65,0.05107989,-9.85566,-1.99289,14_15,2458686.067,12.518414,4.11973,2126.821045,,8.9361,6.680672627
259511357,-50.21969291,70.77517926,8.4332,8.81528,8.95,7.915,7.602,6114,4.25099,,DWARF,1.33012,,1.15,,,49.228,49.9755,14_15_21_22,2458697.756,18.804756,4.591275,628.589713,,8.9361,8.004081826
259592689,-53.83058871,72.97694437,10.1672,10.6951,10.835,9.464,8.941,5216,4.42833,,DWARF,0.954038,0.0539598,0.89,56,0.00610777,49.8614,223.713,14_15,2458699.385,26.321863,5.207007,1596.128662,,8.9361,6.992330259
259701242,-53.81788746,74.46626891,8.235,8.63157,8.732,7.683,7.362,5995,4.51185,,DWARF,0.963393,0.0462663,1.1,57,0.001651066,25.2145,-14.1047,10,2458573.033,1.83608,1.119,820,,9.8916,7.715465369
259863352,-71.46250786,40.36366105,7.1278,7.58388,7.76,6.484,6.064,5625,,,DWARF,,,,67,0.000959327,168.17,-56.04,15_22,2458715.186,194.05,5.949,9470,,9.7722,5.059125052
259962054,-67.68765901,43.01870757,12.2423,13.588,15.017,10.56,9.722,3209,5.01096,,DWARF,0.232489,0.00694433,0.202161,55,0.004705224,-55.699,149.273,22,2458719.89,22.80811,4.004,800,,8.9754,7.742275033
260004324,-55.31301055,91.08482841,10.1428,11.2362,12.167,8.801,7.993,3596,4.73385,,DWARF,0.504068,0.0149315,0.502062,90,0.004109315,681.726,342.132,14_20_21,2458684.833,3.119035,1.271571,3200.931891,,13.4764,6.236808917
260043723,-58.95365548,91.60855043,8.735,9.08533,9.209,8.237,7.955,6358,4.157,,DWARF,1.55139,0.0667085,1.26,101,0.003465541,17.6462,-11.0798,14_20_21,2458687.54,6.387611,1.246105,6606.206709,,13.4764,5.450119603
260128333,-59.54113338,92.13319962,11.4881,11.8764,11.722,10.95,10.635,5723.2,4.08406,-0.4,DWARF,1.51811,0.0699799,1.02,98,0.018555129,-12.2583,34.4046,19,2458494.778,14.5378,6.826,4040,,9.7925,5.984046587
260130483,-55.4035495,92.30512308,10.6361,11.0949,11.328,9.982,9.542,5546.9,3.92518,-0.95,DWARF,1.78672,0.0812036,0.98,84,0.01135885,27.9596,-47.3981,6,2458469.249,1.33656,0.737,1760,,12.3686,6.88621833
260271203,-58.22980989,94.21807984,13.4734,13.8654,14.095,12.917,12.557,6186,4.29791,,DWARF,1.27649,,1.18,,,0.243364,2.66311,13,2458656.449,1.66255,3.285,6140,,10.4063,5.529579072
260304296,-57.01352876,94.61560979,9.1099,9.40301,9.486,8.705,8.456,6757,4.21768,,DWARF,1.55195,0.0616282,1.45,106,0.800470054,-8.6826,6.3888,6,2458469.177,1.352966,1.820567,14841.39941,,14.7117,4.571312868
260304800,-57.55883765,94.53551269,12.7474,13.28,13.496,12.003,11.55,5285,4.44877,,DWARF,0.942255,0.0537487,0.91,105,0.004260547,-5.19727,25.6292,5,2458439.135,1.0817,1.588,341.53299,,7.6818,8.666418349
260417932,-54.57817486,95.94124542,10.7378,11.4397,12.245,9.772,9.048,4444,4.55169,,DWARF,0.734073,0.0597135,0.7,100,0.002910452,-41.0182,34.9604,20,2458843.846,8.088417,3.326214,480.434844,,8.82897,8.295913756
260476837,-59.80481051,96.24819742,12.7918,13.3747,13.687,11.825,11.232,4814,,,DWARF,0.804149,,,112,0.1744192,0.565294,54.9461,9,2458548.629,4.11265,1.758,20940,,12.3353,4.197558307
260609205,-57.25484065,97.4539312,12.7222,13.108,13.292,12.086,11.827,6190.91,3.81354,-0.194636,DWARF,2.23892,0.113417,1.19,109,0.053306,-4.2067,5.82718,7_8,2458505.031,15.302253,7.03248,621.933716,,9.3309,8.015639747
260640693,-58.320665,97.820376,11.908,,13.332,10.866,10.057,,,,DWARF,,,,,,23.5308,58.968,2,2458354.58,1.53533,0.499,2645,,11.9699,6.443935809
260647166,-51.36283725,186.5745484,8.6522,9.08745,9.25,8.046,7.637,5723.87,4.57347,,DWARF,0.864173,0.038593,1.02,656,0.012392115,-70.4341,-49.8654,2,2458356.928,3.74317,2.781,1730,,12.0684,6.904884742
260708537,-58.52845816,98.45821571,9.36854,10.5294,11.62,7.898,7.03,3470,4.8024,,DWARF,0.426676,0.0127833,0.421238,121,0.008599793,-404.351,795.85,2,2458355.443,2.75161,1.697,10550,,12.4502,4.941868851
260985861,-80.76810648,76.63538783,10.8727,11.2535,10.727,9.665,9.346,,,,,,,,,,-7.91019,22.7073,2,2458354.26,0.24733,0.499,6445.330078,,11.7549,5.476887092
261108236,-80.81567449,83.27608665,11.8835,12.7049,13.217,10.715,9.941,4095,4.61894,,DWARF,0.649613,0.0616131,0.64,116,0.041754506,-10.282,45.6852,22,2458904.623,6.294392,2.227729,2052.771179,,11.1476,6.719148646
261136679,-80.4691198,84.291188,5.1054,5.5128,5.65,4.869,4.241,5992.1,4.3589,0.0887839,DWARF,1.14889,0.0450252,1.1,101,0.000374727,311.187,1048.84,22,2458911.674,12.891153,2.22763,3496.122349,,11.1476,6.141033443
261257684,-83.13020375,89.37231506,10.846,11.8559,12.588,9.607,8.766,3751,4.70914,,DWARF,0.532439,0.0157936,0.529185,120,0.005920468,-28.9408,110.858,23,2458931.251,5.818224,1.194366,1069.570992,,8.70842,7.42697596
261258875,-79.74347508,89.73081901,9.2691,9.61574,9.736,8.798,8.51,6639,3.7348,,DWARF,2.65887,0.132123,1.4,117,0.007535525,-2.11884,23.5411,7_8,2458492.986,1.51472,1.968,580,,9.9071,8.091430016
261369656,-46.27794894,292.6046957,10.5024,10.8533,10.937,10.006,9.703,6456,3.92404,-0.42,DWARF,2.06848,0.0995326,1.31,295,0.017504377,19.1364,-29.0922,5,2458440.434,3.50175,3.804,14123.29981,,11.921,4.625159554
261867566,-71.36145445,227.6590235,10.5721,11.0813,11.08,9.89,9.448,5377,4.4064,,DWARF,1.00018,0.0521105,0.93,1089,0.125608087,-25.8394,-41.1502,7_8,2458492.727,1.07242,1.996,632.189,,10.4029,7.997882663
262330063,4.809957293,78.31873749,10.642,11.0299,10.996,10.029,9.658,6299,3.98499,,DWARF,1.87607,0.0887638,1.24,158,0.107080221,19.6088,-13.807,2,2458357.56,3.56133,3.763,5940,,12.0213,5.565533888
262530407,-46.71437969,20.43912639,9.49275,10.5521,11.403,8.168,7.294,3639,4.72187,,DWARF,0.517786,0.0155797,0.515356,44,0.013196244,-111.206,-79.8269,8_9,2458520.16,2.80573,2.75,3270,,9.9794,6.213630618
262530780,-44.86195706,20.54728584,12.9465,13.4851,13.775,12.177,11.642,5177,4.39102,,DWARF,0.990301,0.0603115,0.88,31,0.02600125,-3.49811,-43.8961,8,2458518.469,0.82967,1.755,4744.549805,,10.4708,5.809512475
262530873,-44.41673821,20.49405138,12.5145,12.8741,13.042,12.007,11.757,6292,3.98101,,DWARF,1.87708,0.0933392,1.23,44,3.84336519,-4.3181,-1.92881,10,2458569.539,0.837778,1.946109,23477.74805,,13.3898,4.073358906
262531275,-42.4817207,20.41929264,13.0261,13.4915,13.594,12.37,11.981,5608,3.944,,DWARF,1.75731,,0.99,,,-6.27851,-14.514,9,2458548.034,3.78031,3.188,2850,,10.2855,6.36288785
262746281,5.766244003,141.1079428,9.74179,10.1639,10.312,9.207,8.844,5900.75,4.04414,0.176,DWARF,1.62952,0.0829146,1.072,35,0.09556244,-20.471,-43.6113,8,2458519.223,6.5224,2.63,844.573975,,9.796,7.683405763
263003176,-83.74389828,12.54126979,7.4371,7.80375,7.94,6.949,6.605,6295.7,4.41613,,DWARF,1.13742,0.0451659,1.23,119,0.008120243,139.424,30.4758,7_8,2458493.561,1,5.93,17940,,10.1749,4.365443903
264678534,84.3334897,325.1865933,7.5825,8.13037,8.37,6.83,6.312,5071,4.58292,-0.07,DWARF,0.780338,0.0534899,0.85,88,0.0082135,345.178,63.044,5,2458445.266,17.954729,3.139,5962.040039,,Loading...,5.561512779
264979636,8.866962761,115.7168289,10.1432,10.5628,10.905,9.593,9.211,5891,4.43973,,DWARF,1.03195,0.0476683,1.069,174,0.004235991,-11.2295,-13.1923,5,2458442.135,12.7009,3.208,2482.580078,,10.5068,6.512741835
265077027,4.038552311,127.1783843,10.6596,11.0764,11.459,10.101,9.771,5924,4.2812,,DWARF,1.24494,0.0597739,1.08,98,0.276690722,-12.9834,0.219475,8,2458517.477,0.417921,1.843947,41644.89453,,14.7034,3.451095584
265612438,-55.97878193,333.1747607,11.6789,12.1646,12.342,11.041,10.61,5507,4.02478,,DWARF,1.585,0.0827639,0.97,64,0.004004282,-5.81579,-4.91671,5,2458438.259,1.63715,1.618,830,,9.70467,7.702304769
266500992,52.2570638,61.17219242,10.3309,10.8313,11.125,9.641,9.228,5411,4.29339,,DWARF,1.14586,0.0643719,0.941,440,0.08232365,5.89019,-16.7348,5,2458441.572,4.32765,3.181,1480,,11.0462,7.074345712
266593143,30.48873488,324.5363798,9.7525,10.2743,10.375,9.017,8.544,5336.96,4.55466,0.0512329,DWARF,0.838682,0.0390829,0.92,263,0.030037671,-80.3954,-126.972,9_10,2458547.455,5.66314,3.748,3650,,9.7611,6.094267839
266688542,46.38474181,321.0238843,10.1894,10.5033,10.549,9.538,9.263,6854,4.10464,,DWARF,1.78825,0.074397,1.484,1146,0.274472654,-11.8342,-15.9419,10,2458570.99,4.723155,2.273932,22872.91602,,12.4806,4.101696161
266980320,-56.90389885,349.5567912,9.179,9.64956,9.809,8.557,8.158,5527,4.38107,,DWARF,1.05168,0.0549497,0.97,56,0.000846359,313.918,-20.1772,9_10,2458545.448,4.753609,1.092803,335792.9399,,15.173,1.184821098
267263253,-76.30406202,7.328969645,9.2205,9.52025,9.595,8.825,8.595,6792,4.20107,,DWARF,1.58737,0.0647537,1.46,89,0.006616155,-2.97004,6.96121,1,2458326.384,5.06187,1.247,12335,,10.7258,4.772152115
267414551,-59.91199972,176.0703399,9.7472,10.1414,10.336,9.177,8.809,6195,4.171,,DWARF,1.48357,0.0696483,1.19,4276,0.7412373,-9.94222,34.0371,10,2458546.846,4.31224,2.704,4990,,10.5287,5.754748636
267489265,54.7815345,298.7813369,9.2293,9.37825,9.38,8.973,8.894,7880,4.17361,,DWARF,1.86011,0.0505126,1.882,329,0.08781829,-7.48368,-20.7746,9,2458543.348,0.579398,1.64214,1324.077148,,11.1557,7.195216774
267527924,-48.06350977,114.0507398,10.1853,10.699,10.875,9.409,8.883,,,,GIANT,,,,,,-1.2,5.2,10,2458549.834,17.30714,4.138,2900,,9.4916,6.344005005
267561446,56.86633897,311.5132524,12.5313,13.5048,14.182,11.296,10.497,3855,4.68499,,DWARF,0.560391,0.0165845,0.554506,568,0.1319999,50.5689,188.287,14_20,2458684.924,2.310602,1.576549,6435.890092,,10.4782,5.478478453
267574918,53.50925047,284.4139319,16.338,16.958,17.244,15.677,15.548,,,,DWARF,,,,,,240.759,-52.514,14_20_21,2458691.783,8.811959,2.013554,642.663437,,10.4547,7.980041019
268301217,-52.38330736,116.3707614,12.4933,13.0168,13.18,11.717,11.226,5707,4.38778,,DWARF,1.07015,0.0546734,1.02,285,0.6663142,-5.67527,11.2959,6_7,2458469.747,5.00353,3.529,7050,,10.0367,5.379527208
268334473,86.85964563,272.4061335,9.52636,9.97302,10.134,8.935,8.535,5759,4.44767,,DWARF,1.00422,0.0496935,1.031,68,0.00139353,-25.6451,161.959,6,2458470.739,18.089163,2.523193,5554.374512,,8.2488,5.638412102
268371979,-2.347448902,105.0630731,10.5153,11.2858,11.622,9.311,8.538,6307,,,GIANT,60.5165,,,,,-0.425628,0.259519,7,2458491.707,0.522797,2.014599,139.104523,,9.3777,9.641646872
268403451,85.23321545,277.4788709,10.0521,10.4575,10.521,9.557,9.241,6082,4.12697,,DWARF,1.5269,0.0716583,1.139,87,0.012440085,-15.3542,24.4608,7,2458497.22,7.3846,4.795,2456.669922,,10.3437,6.524132978
268644785,-52.12043728,117.4150081,10.6815,11.0694,11.39,10.205,9.854,6505,4.19687,,DWARF,1.52238,0.0646733,1.33,345,0.0605724,-4.51634,-2.28303,22,2458901.509,4.926312,3.153584,733.783861,,10.1345,7.836079611
268766053,-20.66187824,31.90920571,11.7617,12.3473,12.591,10.959,10.39,4960,4.48322,,DWARF,0.858619,0.053191,0.818,24,0.01546788,-9.07912,8.19019,23,2458933.178,14.419358,5.163571,1090.100177,,8.39816,7.406333975
269238073,62.16114393,350.2324762,9.68805,10.0906,10.154,9.15,8.833,6153,4.15114,,DWARF,1.50443,0.0670251,1.169,983,0.07807285,27.6656,8.24992,2,2458356.619,3.437004,4.271161,15173.12598,,11.681,4.547312341
269424395,60.80122794,350.369483,10.9518,11.3551,11.505,10.336,10.013,6535,3.89757,,DWARF,2.1632,0.103053,1.348,833,0.117812395,-8.5631,-13.1661,1_2_3_4_5_6_7_8_9,2458340.473,183.458923,10.764682,645.283142,,10.3046,7.975624202
269450900,-36.00025965,292.1952865,7.3163,7.42065,7.46,7.062,7.015,8688,3.93129,,DWARF,2.64617,0.0830802,2.18,337,0.012118987,1.90932,-0.117388,1_2_3_4_5_6,2458332.573,14.800921,3.568578,376.243011,,9.8106,8.561328897
269509393,60.17558739,350.3733714,10.2866,10.6694,10.868,9.732,9.43,6221,4.13484,,DWARF,1.55311,0.070196,1.2,914,0.08797745,49.0532,11.5224,1_2_3_4_5_6,2458358.896,33.621113,5.121985,329.732513,,9.8106,8.704595569
269558487,-2.144529515,15.54293561,10.6541,11.0302,11.183,10.12,9.795,6671,4.41362,-0.43,DWARF,1.22133,0.0521005,1.41,32,0.010766034,24.5835,-10.3099,23,2458931.036,7.39143,1.252,5880,,10.626,5.576556685
269701147,66.85057654,302.0239791,8.2929,8.77476,8.97,7.597,7.18,5461,4.4878,,DWARF,0.920435,0.0463115,0.95,179,0.005035775,150.256,-63.909,1_2_3_4_5_6_7_8_9_10_11_12_13,2458338.072,29.01628,6.015,1370,,10.0163,7.158198582
269892793,33.31268849,44.29282879,11.9056,12.5561,12.852,10.919,10.295,4769,4.64845,,DWARF,0.687841,0.0515126,0.768,102,0.12707755,23.7993,-7.39545,1_2_3_4_6,2458326.079,4.411943,3.776425,13979.92578,,9.7109,4.636237836
270238522,64.30472169,351.6484601,7.5586,7.75453,7.82,7.227,7.11,7521,3.56319,,DWARF,3.60758,0.123309,1.736,918,0.05586955,-4.36143,-5.18546,8,2458517.945,4.72609,1.708,1880,,11.0002,6.814605377
270333769,61.39253679,351.8803335,10.4887,10.6254,10.44,10.159,10.04,9953,4.09135,,DWARF,2.38029,0.12595,2.55,1127,0.11873503,-5.88433,-5.00474,20,2458843.547,4.052173,2.616625,8564.570633,,9.52339,5.168236012
270380593,2.418021265,32.78176529,10.7307,11.3227,11.559,9.906,9.339,4936,4.49093,,DWARF,0.84738,0.0548341,0.811,25,0.001620143,74.1903,40.0562,1_2_3_4_5,2458327.82,4.511594,1.873813,268.954102,,9.1059,8.925804569
270468559,6.097226531,135.3443709,11.5598,12.0031,12.125,10.96,10.626,5859,4.16222,,DWARF,1.41374,0.0692261,1.059,59,0.002618956,-2.91071,-33.3892,1_2_3_4_5_7_8_9_10_11_12_13,2458344.381,39.361081,4.521054,600.455057,,9.1059,8.053798733
270507305,-79.71584786,98.89333534,11.5746,12.0835,12.378,10.74,10.275,5957,4.26509,,DWARF,1.2741,0.0577764,1.09,130,0.083682686,-2.74071,21.7815,1_2_4_5_6_7_8_9_10_11_12,2458335.903,10.695237,2.316813,905.844299,,9.6878,7.607366111
270841724,-47.11475748,132.068717,10.441,13.058,16.161,5.971,4.377,,,,,,,,,,,,3_4_6_7_9,2458385.542,9.531637,2.12038,921.936218,,9.9059,7.588247809
271168962,-30.58356602,210.1935199,9.47199,9.86708,10.068,8.895,8.573,5678.5,3.85895,-0.25,DWARF,1.95757,0.0975076,1.01,172,0.009259533,10.2937,-9.85242,3_4_6_7_9,2458429.402,51.705353,4.825115,1839.809326,,9.9059,6.83806796
271581073,-77.52908939,319.5511424,10.5891,10.9768,11.254,10.064,9.779,5803.5,4.06878,-0.22,DWARF,1.56013,0.0754146,1.04,114,0.111710235,16.3626,-5.51529,3_4_6_7_9,2458417.121,53.746482,5.592988,1557.541816,,9.9059,7.018900712
271596225,-74.60254414,108.5617346,11.7144,12.8028,13.689,10.408,9.557,3607,4.76051,,DWARF,0.473702,0.0140887,0.471474,143,0.031542808,83.3502,-127.921,1_2_3_4_5_6_7_8_9_11_12_13,2458344.876,20.02717,2.532,15710,,11.1835,4.509559537
271596418,-74.97078655,108.567957,10.7109,11.1725,11.402,10.106,9.694,5670.45,4.16965,-0.0318574,DWARF,1.3689,0.077387,1.01,134,0.015536329,3.56166,59.9565,1_2_3_4_5_6_8_9_10_11_12_13,2458334.323,12.86339,4.454,1070,,11.4845,7.426540556
271722899,-73.45326548,110.3124716,11.191,12.0559,12.562,9.846,8.847,4366,,,GIANT,31.5208,,,,,1.06432,7.22564,9,2458543.967,2.593694,3.054429,526.784851,,9.5215,8.195916807
271893367,-73.60615265,112.9656531,10.9031,11.3408,11.39,10.324,9.94,5982.9,4.02891,0.211186,DWARF,1.67987,0.0741256,1.1,143,0.05282966,-15.2146,27.1443,1_3_4_5_6_7_8_9,2458331.359,9.976745,1.973866,597.618225,,Loading...,8.058940417
271900960,-75.52743037,112.9419335,8.2606,8.57517,8.69,7.845,7.6,6790,4.34994,,DWARF,1.33734,0.0548794,1.46,141,0.000866178,-0.316468,-28.206,1_3_4_5_6,2458340.088,16.051165,1.249503,2703.954834,,Loading...,6.420001417
271971130,-73.57745186,113.8510691,13.5308,14.894,16.683,11.808,10.917,3187,5.01492,,DWARF,0.229824,0.0068728,0.199363,163,0.020162627,82.6344,9.98719,1_3_4_5_6,2458330.474,37.424812,3.282715,721.463501,,Loading...,7.854464088
272049972,62.9215158,355.4166462,10.1914,10.5746,10.639,9.672,9.38,6728,,,DWARF,1.58456,,,701,0.131030783,1.9,-7.2,4_5_6_7_9_10_11_12_13,2458414.086,13.896181,3.540808,840.941895,,11.7582,7.688085027
272086159,-72.20773912,115.0032552,13.4004,14.7205,16.39,11.765,10.999,3262,4.90195,,DWARF,0.322208,0.00967959,0.302101,171,0.017114846,15.4376,478.653,1_2_3_4_5_6_7_8_9_10_11_12_13,2458327.575,5.15431,0.664,2220,,11.9587,6.634117564
272212970,-46.13642353,180.2088261,13.174,13.5596,13.698,12.638,12.327,6393,4.23613,,DWARF,1.42749,,1.28,,,-6.08239,0.801406,9,2458552.918,10.197751,4.911431,15405.53125,,9.1379,4.530808302
272213425,-45.79944318,180.1651251,11.1138,11.4877,11.477,10.514,10.251,6457,3.89956,,DWARF,2.1276,0.102688,1.31,358,0.372058183,-8.60362,-2.95011,9,2458546.48,3.633618,1.788031,9033.936523,,11.6739,5.110307413
272625214,62.14269621,356.318427,10.4641,10.7884,10.931,10.005,9.76,6651,4.26833,,DWARF,1.43857,0.0643467,1.4,988,0.093950786,15.9604,0.67017,9,2458551.637,10.541282,6.241204,18663.71289,,11.955,4.322504888
272635712,67.46495283,231.1618607,9.34822,9.7912,10.011,8.716,8.367,5748,4.24363,,DWARF,1.26829,0.0611055,1.028,39,0.001714672,23.9181,-46.8587,10,2458572.722,4.213316,3.115831,7230.943848,,11.6713,5.352012527
272672133,67.45246367,234.2421808,11.7176,12.2544,12.478,10.949,10.47,5202,4.47177,,DWARF,0.904432,0.0533643,0.884,43,0.003810273,-34.7373,26.8025,14,2458687.193,8.5112,3.486,4172.759766,,9.886581,5.948941544
272758199,71.44302597,237.3171231,12.889,13.4182,13.619,12.182,11.705,5271,4.44292,,DWARF,0.943402,0.0535628,0.9,50,0.00021413,-2.76557,-19.0585,5,2458438.406,0.88202,0.58,9750,,13.1686,5.027488461
272828463,60.48703642,356.5887565,9.42218,9.661,9.663,8.98,8.911,7856,3.78248,,DWARF,2.91035,0.137709,1.872,572,0.029506959,8.86437,-2.66438,4,2458384.925,2.33751,2.284,850,,10.2413,7.676452686
273985865,-83.22813602,30.50840571,10.5924,11.0974,11.405,9.891,9.449,5547,4.59847,,DWARF,0.823019,0.0405528,0.98,114,0.256636649,9.21258,40.384,3_4,2458388.568,13.173838,2.044853,2117.004639,,11.2828,6.685695476
274138511,6.445699781,116.6870506,10.4215,10.9476,11.054,9.683,9.188,5245,3.84587,,DWARF,1.87594,0.109357,0.9,179,0.059640214,-7.00147,-30.3042,3_4,2458396.138,18.082556,2.280524,8630.30957,,9.441,5.159934065
274151135,-89.47155199,146.062544,10.2809,10.922,11.329,9.446,8.762,4664,4.55045,,DWARF,0.755833,0.0562814,0.74,146,0.100496516,-18.3678,8.97787,7_8,2458492.558,2.14542,1.807,1180,,10.5259,7.320294982
274170255,46.84513927,316.4462201,9.32845,9.90621,10.145,8.508,7.93,5197,,,GIANT,3.84155,,,,,19.6891,2.77447,14_15,2458692.462,37.074383,3.440095,1695.545166,,9.76775,6.926726592
274215536,42.13156899,99.89814368,10.9263,11.5527,11.728,10.057,9.437,4685.12,4.42345,0.287,DWARF,0.878958,0.0575176,0.747,177,0.038183775,7.74349,-53.4169,14_15,2458684.103,0.764601,1.018512,413.16629,,11.2582,8.459687799
274662200,46.86495131,316.8670851,10.9313,12.0687,13.152,9.488,8.577,3526,4.71105,,DWARF,0.53023,0.015565,0.527126,1986,0.157462567,24.5222,98.0344,14_15,2458684.295,3.293706,1.660436,1274.682617,,11.2582,7.236494842
274762761,38.23080798,301.3475332,13.5608,15.084,17.2,11.55,10.69,2972,5.15741,,DWARF,0.156193,0.00469252,0.12784,2787,0.431953162,-213.45,-576.64,14_15,2458683.419,0.685999,0.928055,200.195557,,9.9802,9.246363913
274942910,41.79699996,322.9255754,9.9809,10.707,11.033,8.959,8.192,4361,4.61979,,DWARF,0.668952,0.0568342,0.68,827,0.06191877,172.202,108.043,14_15,2458690.058,8.9596,2.707466,1042.398804,,10.2549,7.454915239
275111900,39.07223244,323.2068889,8.6746,8.78305,8.81,8.408,8.356,,,,DWARF,,,,,,-6.9,-8.4,10,2458569.667,1.68281,3.015738,8618.416992,,10.349,5.161431242
275248683,2.116379621,147.9706481,11.4407,12.641,13.756,9.952,9.097,3427,4.83806,,DWARF,0.387661,0.0115314,0.377486,34,0.043745346,-26.0918,62.0638,7_8,2458491.888,3.14905,3.414,990,,10.4259,7.510912014
275384718,-46.89693248,178.5473499,10.2372,10.5916,10.625,9.757,9.455,6460,3.82408,,DWARF,2.32076,0.109186,1.31,394,0.033393905,-27.6311,10.5735,2,2458361.547,8.773772,1.035961,1008.057861,,8.5509,7.491286348
275501623,61.12023326,320.1160676,8.63701,8.63618,8.65,8.489,8.545,10445,4.08974,,DWARF,2.45158,,2.695,,,5.30726,3.77609,14,2458694.037,12.640098,3.372052,3496.877144,,10.7192,6.140799064
275722992,44.89971306,318.7849903,10.379,10.4752,10.548,10.059,9.985,9976,4.00729,,DWARF,2.62216,0.0766433,2.55,1348,0.145183191,-4.86211,-8.02381,14,2458685.579,6.03614,0.978,1633.725098,,8.40534,6.967052548
276128561,-37.04289849,224.2087594,10.5623,11.0975,10.955,9.81,9.364,5250,4.43788,,DWARF,0.948885,0.0560351,0.9,429,0.2288682,-68.205,-19.6073,18_19,2458683.897,0.66647,1.21,210,,8.68013,9.194451763
276360911,55.7409626,329.0533551,9.62426,9.91399,10.111,9.165,9.032,7184,4.09544,,DWARF,1.8807,0.0843317,1.607,948,0.491370052,12.3623,3.363,14,2458684.152,8.02802,4.480524,5816.77002,,9.02855,5.588295267
276380902,58.32891201,308.0657658,10.3202,10.4645,10.48,9.985,9.954,9603,3.83293,,DWARF,3.14161,0.126875,2.45,404,0.4743868,1.24808,-2.49348,19,2458688.992,6.97378,2.777,9642.49,,10.249,5.039527007
277014266,53.56163235,306.4259224,10.6168,11.013,11.044,10.078,9.736,6318,3.68097,,DWARF,2.66768,0.128897,1.245,708,0.118396573,-11.1762,-3.92778,16,2458741.686,7.60475,5.678,4260,,10.4216,5.926476002
277099925,-67.45959668,83.98653497,10.721,11.771,11.557,11.775,11.834,,,,,,,,,,1.42985,0.650198,7_8,2458493.081,1.37259,1.794,730,,10.7069,7.84169285
277103955,-66.79142601,84.25453812,9.2927,9.93538,10.338,8.373,7.754,4658,4.51928,,DWARF,0.783445,0.0574296,0.74,2656,0.026835857,-16.6394,133.172,16_17,2458740.102,5.26491,2.543,3440,,9.25068,6.158603894
