TIC,latitude,longitude,Tmag,GAIAmag,Vmag,Jmag,Kmag,Teff,logg,MH,lumclass,rad,e_rad,mass,numcont,contratio,pmRA,pmDEC,Sectors,Epoch,Period,Duration,Depth,Depth,Tmag,Delta Tmag
233633993,60.15419287,284.7675101,11.8737,12.5917,12.872,10.871,10.172,4410,4.507,,DWARF,0.767286,0.0642211,0.69,145,0.06514868,25.8055,60.9199,18_19,2458817.819,3.45572,2.179,6250,,Loading...,5.510299957
233681149,65.01187332,260.364977,10.8037,11.2205,11.297,10.257,9.892,5929,4.48275,,DWARF,0.987583,0.0471407,1.081,64,0.014586291,-16.3603,94.627,14,2458684.877,1.68749,2.527,1840.369995,,9.7032,6.83773714
233684293,63.1107696,260.7630815,9.05769,9.44207,9.6,8.502,8.2,6153,3.72183,,DWARF,2.46619,0.112784,1.169,77,0.002882577,-20.5667,-6.63382,18,2458791.073,0.68601,1.614,910,,10.485,7.602396519
233684822,64.86223562,260.9032015,9.89947,10.3613,10.668,9.269,8.89,5641,4.11487,,DWARF,1.45077,0.0708794,1,74,0.08390835,-30.7863,29.5549,14,2458684.489,2.32063,1.331,1780,,7.9172,6.873949994
233720539,63.4881004,276.3792713,10.8946,11.2434,11.333,10.39,10.144,6454,3.76544,,DWARF,2.48285,0.113669,1.31,90,0.029484745,1.57891,0.632249,5,2458438.298,0.63322,0.576,830,,8.96,7.702304769
233721037,64.63673469,276.3941461,8.80613,9.14781,9.318,8.315,8.094,6395,3.89312,,DWARF,2.1204,0.0945779,1.282,92,0.002379895,-9.76269,33.8897,5,2458438.721,0.99114,1.623,760,,10.5094,7.797966019
233735068,61.04946493,277.476887,10.0194,10.545,10.689,9.279,8.775,5273,,,GIANT,3.06688,,,,,-3.50661,8.28633,5,2458439.872,3.3106,3.589,9370,,12.0682,5.070651023
233951353,58.14118682,305.4131065,9.48477,9.90878,10.041,8.899,8.544,5885,4.27782,,DWARF,1.24225,0.0607839,1.067,345,0.007975719,-24.5624,-83.286,8,2458518.281,0.88501,1.622,820.278992,,9.947331,7.715096027
233953967,56.46262586,305.3951158,10.3589,10.7738,11.028,9.792,9.475,6415,3.48785,,DWARF,3.39292,0.154824,1.291,429,0.5806717,5.77465,6.96689,10,2458520.87,2.74372,1.183,1280,,8.9578,7.231975076
233964642,-63.64754722,36.49875014,9.5498,9.92579,9.965,9.071,8.736,6185,4.12083,,DWARF,1.56516,0.0696483,1.18,53,0.001572072,-3.30573,-13.9373,18,2458793.398,3.46608,4.403,1620,,9.08054,6.976212464
234112540,0.815251913,101.2772529,13.4831,13.9021,14.043,12.871,12.546,6240,4.31121,0.04,DWARF,1.27299,,1.21,,,-3.0708,-8.27818,2,2458354.792,8.28154,2.317,14010,,12.7291,4.633904662
234345288,-71.62416157,38.88659659,9.7806,10.4785,10.879,8.782,8.119,4566.4,4.64058,-0.08,DWARF,0.672062,0.0515351,0.72,68,0.005427811,50.8662,-19.8718,2,2458357.365,7.395586,1.149398,1012.478516,,10.3475,7.486535459
234519192,-64.76160809,14.55169121,8.0674,8.37477,8.49,7.638,7.403,6648,3.36724,,DWARF,4.05957,0.175,1.4,65,0.003737841,-0.260519,15.6174,2,2458365.973,12.10588,3.393,33500,,13.2642,3.687387982
234523599,-61.75601663,15.5511718,14.1266,15.3512,16.437,12.605,11.727,3402,4.78564,,DWARF,0.445372,0.01356,0.44159,40,0.001338405,78.8583,-27.0947,8,2458519.888,2.34499,1.908,14670,,11.9397,4.583924715
234825296,0.226905131,97.720426,13.8786,14.4686,14.63,12.991,12.513,5404,4.18344,,DWARF,1.29981,,0.94,,,-0.262189,-2.80349,8,2458518.11,0.83707,2.497,2745.5,,12.4268,6.40344638
234994474,-60.06517904,350.0313524,9.22978,10.2316,11.005,7.941,7.082,3746,4.65374,,DWARF,0.597007,0.01815,0.58564,57,0.0033045,-319.961,-127.781,7,2458492.784,7.187118,2.862583,299.916809,,8.9767,8.807497983
235037761,-64.56178342,353.82678,9.8567,10.6647,11.082,8.638,7.862,4174,,,DWARF,0.903104,0.188582,,51,0.04003826,192.826,-31.0694,16,2458741.09,6.116688,0.532622,1631.660767,,10.1188,6.968425322
235678745,75.41860529,285.6330443,11.0788,12.094,13.19,9.797,8.988,3746,4.76979,,DWARF,0.463205,0.0135918,0.460544,82,0.001080359,203.44,-21.3176,24,2458955.98,0.449014,1.751399,2582.958029,,11.6484,6.469706627
235683377,74.17228352,287.2908051,12.4934,13.7652,15.39,10.925,10.089,3328,4.91612,,DWARF,0.308799,0.00922995,0.286682,109,0.010855898,82.0636,462.813,13,2458655.396,3.553814,2.056578,9979.266602,,11.5803,5.002253437
235905185,78.7541956,290.8774512,12.8784,13.3805,13.508,12.163,11.73,5565,4.41544,,DWARF,1.01607,0.0524472,0.98,92,0.05466271,-1.13008,4.93327,2,2458357.778,6.340315,4.249306,25410.70313,,12.5766,3.987458294
235937532,81.5547932,293.9146821,10.5352,10.871,10.769,10.045,9.808,6570,3.67585,,DWARF,2.80464,0.133711,1.36,74,0.1282976,-2.7757,-0.542112,16,2458745.788,7.43062,3.285,8069.041992,,8.48216,5.232945061
236312126,28.16956101,240.5493596,10.5484,11.004,11.251,9.939,9.527,5729,4.52123,-0.08,DWARF,0.919086,0.0390553,1.023,57,0.00745145,-17.4221,14.8202,2,2458354.773,3.126068,1.693783,11367.2666,,11.5005,4.860859886
236387002,26.3041816,244.4300231,10.3978,11.4732,12.39,8.976,8.139,3606,4.73889,,DWARF,0.4983,0.0148051,0.496373,93,0.023337608,-29.2948,6.82401,14,2458686.384,3.030032,2.517148,22261.41406,,11.0248,4.131118131
236445129,31.66100824,314.2684944,11.4373,11.7959,11.717,10.928,10.642,6430,4.25113,,DWARF,1.41398,0.0637136,1.3,885,0.6443673,5.58139,2.40857,4,2458411.464,4.755833,2.573288,406.143097,,8.3157,8.47830231
236714379,65.88900798,239.2016124,10.794,11.2837,11.646,10.042,9.558,5451,4.33923,,DWARF,1.0933,0.0570678,0.952,49,0.022104584,-13.8642,-39.587,4,2458414.548,17.2148,2.048477,609.416382,,8.3157,8.037714689
236815160,59.76306598,283.637491,10.7967,11.3654,11.614,10.004,9.418,,,,GIANT,,,,,,-0.2,29.6,14,2458687.717,12.726357,2.405681,1223.506836,,10.2768,7.280984
236887394,65.16208081,303.3817402,11.8478,12.4764,12.692,10.999,10.409,4910,4.57248,0.2,DWARF,0.768108,0.0452562,0.804,230,0.05500954,12.6361,58.1698,7,2458491.892,0.275043,0.7559,995.218201,,9.58094,7.505204225
237071229,61.8714962,307.0229066,10.4719,10.8801,11.099,9.907,9.599,6308,4.19385,,DWARF,1.47509,0.0626834,1.24,306,0.06855888,-17.5858,-19.7248,19,2458820.092,6.716659,7.479329,9802.458385,,10.8001,5.021662482
237086564,61.55043263,307.3958855,11.0278,11.7965,12.189,9.957,9.196,4201,4.5079,,DWARF,0.749646,0.0713216,0.66,311,0.041086126,71.5234,67.9699,8,2458519.946,2.00337,3.091,12786.90039,,10.2688,4.733086795
237099296,68.93745667,240.3013952,11.7077,12.3303,12.645,10.815,10.188,4765,4.55138,,DWARF,0.768675,0.0541206,0.767,43,0.001031204,48.6519,-36.3736,18_19,2458822.099,9.1505,2.986,1370,,10.0106,7.158198582
237104103,70.18985053,241.3233637,10.9585,11.4038,11.889,10.385,10.012,5731,4.10223,,DWARF,1.48668,0.0724271,1.02,44,0.00191191,-36.4103,43.9341,3_4,2458383.398,2.216794,3.881758,4300.368164,,10.4614,5.916235905
237108272,78.58699234,257.13923,9.303,9.7379,9.808,8.686,8.357,5845,,,DWARF,1.15972,,,65,0.000354093,10.3,14.6,3_4,2458388.37,11.494122,2.4156,1575.036133,,10.5012,7.006773696
237184773,37.3806364,283.4897823,8.0348,8.46806,8.6095,6.848,6.541,,,,,,,,,,-15.686,43.7953,8,2458523.091,13.113683,2.711259,2858.030273,,9.4727,6.359832938
237185205,37.72002396,283.5266903,9.7831,10.081,10.218,9.34,9.113,6800,3.91431,,DWARF,2.20829,0.0921409,1.46,332,0.026718173,1.20928,-2.21177,7,2458500.107,8.521168,2.766093,1515.222656,,10.1374,7.048808862
237200747,74.89113284,293.0327081,11.463,12.0486,12.256,10.633,10.122,5051,4.52777,,DWARF,0.828058,0.0512915,0.843,97,0.03494998,-12.9782,-13.9829,6,2458476.532,10.04925,3.607,4380,,9.3722,5.896314724
237222864,74.06273705,296.2443284,9.1416,9.68443,9.92,8.386,7.923,5126,4.49772,,DWARF,0.865815,0.0522739,0.86,100,0.002479257,18.6177,28.0139,6,2458469.073,5.59071,3.824,4210,,11.4847,5.93929476
237232044,76.13908381,297.4002608,9.9377,10.4596,10.675,9.178,8.674,5236,4.63898,,DWARF,0.748579,0.0432136,0.89,99,0.014716157,-88.0657,21.7806,2,2458356.375,20.427265,2.178553,1207.668091,,9.92801,7.295131021
237751146,4.028963165,104.3317553,14.1477,15.4046,16.54,12.618,11.695,3352,4.79625,,DWARF,0.433512,0.0135164,0.428732,442,0.521924138,52.0748,-61.646,2,2458356.088,2.839249,1.484886,37161.89453,,14.6253,3.574755384
237808867,5.748036131,104.4799028,9.792,10.3535,10.64,8.948,8.409,5274,,,GIANT,9.78485,,,,,-4.3026,-1.95554,9,2458546.137,3.948678,3.420507,754.018494,,10.1755,7.806545005
237914496,-65.19910887,56.17520315,11.8371,12.6906,13.247,10.661,9.792,3980,4.707,,DWARF,0.577735,0.0594221,0.62,53,0.002588355,-24.7966,178.787,7,2458492.602,1.86722,1.926,1630,,9.299501,6.969530989
237920046,-63.33730083,56.73432362,12.1249,13.1681,13.996,10.853,9.951,3694,4.7196,,DWARF,0.5204,0.0154554,0.517851,52,0.021262191,241.031,98.1123,11,2458606.785,13.823303,1.365217,2556.532227,,11.1825,6.480871821
237924601,-63.05379898,57.55372119,11.7497,12.325,12.458,10.834,10.271,5071,,,DWARF,0.874822,,,49,0.07685448,-7.2,-27.8,16,2458739.332,3.01963,3.60455,13178.08594,,11.029,4.700369161
237928815,-59.88258311,57.99957647,10.2036,10.698,10.922,9.542,9.077,5433,,,,,,,54,0.009323876,28.7747,32.6743,18,2458795.872,4.71371,1.602,1760,,9.08995,6.88621833
238004786,-53.00564511,102.5684188,10.5958,11.1957,11.727,9.802,9.227,4902,4.52084,,DWARF,0.813125,0.0531332,0.8,142,0.041566126,-4.11523,33.0789,11,2458602.703,4.51162,4.556,10754.7,,10.5288,4.921004249
238059180,-53.54549282,104.138381,10.0139,10.1121,10.204,9.752,9.612,8562,3.91259,,DWARF,2.67256,0.0925025,2.13,151,0.06970144,-3.61661,10.1267,11,2458601.328,10.84549,3.616,3170,,8.4672,6.247351844
238061845,-50.15793052,104.1213139,9.6668,10.2678,10.426,8.808,8.135,4867.7,,-0.54,GIANT,,,,,,-8.9,4.5,17,2458765.872,1.51614,1.918,2060.98999,,9.83204,6.714810294
238086647,-49.50717944,104.9582957,8.4633,8.87725,9.02,7.892,7.481,5883,4.24435,,DWARF,1.29286,0.0622085,1.07,155,0.057403103,103.222,-69.8665,7,2458492.617,1.60374,2.104,850,,10.2957,7.676452686
238176110,-70.15285455,357.8452142,11.0443,11.6236,11.98,10.275,9.712,4935.4,4.43167,0.32,DWARF,0.906655,0.0553769,0.81,76,0.00307783,96.1845,-1.7465,11,2458602.856,7.133521,3.139619,19488.00952,,11.1116,4.275581292
238197638,-72.79378746,57.48896998,11.7874,12.1818,12.017,11.213,10.921,6146.6,3.81751,0.180043,DWARF,2.2099,0.103643,1.17,81,0.014465689,3.9142,13.0878,11,2458604.912,9.27898,6.514,9020,,10.9805,5.111983656
238197709,-72.94740791,57.26551849,10.3001,10.7148,10.823,9.727,9.39,6104,3.95789,,DWARF,1.86397,0.0808844,1.15,72,0.08009818,19.5393,25.393,11,2458609.128,12.68807,0.162,3660,,10.7347,6.091297287
238374636,-51.34572354,120.8378494,9.697,10.2412,10.419,8.961,8.477,5935,3.51946,,DWARF,2.99237,0.148041,1.08,420,0.052183107,-23.3656,22.6516,19,2458493.085,13.9086,2.987,4760,,10.1078,5.805982618
238597883,-48.80285124,122.1782239,9.1355,9.19648,9.266,8.921,8.853,9219,4.14225,,DWARF,2.1504,0.0604674,2.34,795,0.03574883,-4.49574,9.34659,16,2458739.001,0.78999,1.153,5750,,9.76952,5.600830388
238898571,-49.75625329,93.72952949,9.9547,10.4178,10.52,9.325,8.92,5655,4.57892,,DWARF,0.850302,0.0409598,1,109,0.021950068,-15.0071,38.6053,3,2458386.578,2.423823,2.248401,16167.17871,,12.3993,4.478414403
238932509,-53.22677193,94.94288486,12.5528,13.1432,13.367,11.723,11.168,5045,4.45082,,DWARF,0.903156,0.0582513,0.84,112,0.014957848,15.0993,15.1723,13,2458657.431,3.51874,2.739,5770,,7.2235,5.597060467
239154970,33.83503278,113.1842378,10.7131,11.0238,11.032,10.263,10.004,6642.28,4.13909,0.021,DWARF,1.66937,0.068789,1.4,91,0.02063912,0.0960682,-2.64712,12,2458643.103,4.73703,3.902,2410,,10.3918,6.544957394
240148934,31.46565516,101.3820736,10.3135,10.6399,10.824,9.861,9.605,6582,4.23532,,DWARF,1.4782,0.0709146,1.37,202,0.045898408,18.6988,-28.3824,16,2458739.373,2.08839,2.14,698.401001,,9.24102,7.889737867
240450679,46.93178871,323.527352,10.0819,10.1391,10.129,9.868,9.834,9917,3.96291,,DWARF,2.75421,0.094598,2.54,1361,0.120349109,1.39628,-3.33987,1,2458326.744,5.43636,5.974,8232.200195,,9.0284,5.211210192
240613164,45.81256774,326.3052424,10.1441,10.1021,10.097,10.057,10.121,,,,,,,,,,-4.04454,-4.78429,18,2458791.414,1.219868,2.860253,13474.80469,,7.87611,4.676193802
240681314,51.28876641,9.458791694,10.6496,10.978,10.966,10.233,9.942,6695,4.17494,,DWARF,1.61271,0.0774221,1.419,320,0.1539357,-6.8825,2.6888,18,2458792.504,6.15952,3.834,1230,,10.4375,7.275237221
240968774,49.23377998,19.11392939,10.5977,11.5622,12.293,9.38,8.568,3834,4.74552,,DWARF,0.490737,0.0145151,0.488826,271,0.020880776,108.394,-149.059,20,2458845.373,7.108153,3.227344,558.008328,,6.2683,8.133398298
241040309,48.95539058,20.71737275,10.3978,10.5256,10.368,10.104,10.03,8455.32,3.95172,-0.273,DWARF,2.53678,0.123304,2.1,219,0.010431439,3.79757,-6.27024,20,2458844.058,20.545913,4.025071,838.627233,,6.2683,7.691077597
241065596,49.38865643,21.73619091,10.2936,10.6229,10.638,9.811,9.565,7014.22,3.43038,0.136,DWARF,3.95919,0.193307,1.54,249,0.8517424,1.48535,-0.781749,5,2458439.124,3.85605,3.918,9750,,11.7231,5.027488461
241076290,52.58550296,29.03283093,10.1942,10.2582,10.302,9.911,9.85,9035,4.15758,,DWARF,2.08687,0.101281,2.283,330,0.276255369,3.48348,-4.86538,2,2458358.257,6.06764,2.895,7450,,11.9221,5.319609318
241173474,43.00919653,116.1072936,10.388,10.7572,10.715,9.872,9.562,6259,4.33628,,DWARF,1.24034,0.0561809,1.217,49,0.002328496,-0.436677,-27.3254,2,2458354.978,8.05577,2.835,3630,,12.2524,6.100233437
241196395,29.08556932,153.5498559,9.61433,9.94998,10.016,9.155,8.92,6435.69,4.3758,-0.238012,DWARF,1.22538,0.0504247,1.301,34,0.0713985,-35.0351,-10.4689,6_8,2458481,40,6.147,7000,,7.3123,5.3872549
241225337,53.13617141,93.55853277,9.75149,10.2239,10.312,9.096,8.706,5566,4.44006,,DWARF,0.98869,0.0525879,0.982,159,0.031917267,2.19261,-57.1319,10,2458571.869,17.465513,3.935338,1064.029175,,9.0498,7.43261616
242083025,-39.62989999,201.642314,10.7892,11.1405,11.294,10.304,9.988,6568,4.10356,,DWARF,1.71404,0.0765577,1.36,227,0.082212545,-19.2513,3.22814,10,2458575.746,13.273822,6.745216,21531.45703,,9.957501,4.167316451
242120884,-43.32732199,209.9827569,9.0492,9.37487,9.474,8.585,8.314,6592,3.84813,,DWARF,2.30849,0.103769,1.37,423,0.02150284,-39.2209,1.38638,8,2458494.089,3.16043,1.922,203.33,,8.8154,9.229496348
242536549,-41.98330169,215.1456093,9.5187,9.8452,9.975,9.041,8.786,6650,4.04772,,DWARF,1.85455,0.0809046,1.4,429,0.019956334,-6.98626,-3.88566,7_8,2458493.977,6.56028,1.098,3200,,9.3761,6.237125054
243185500,19.22587831,16.6540615,10.8858,12.1172,12.5,9.343,8.497,3382,4.85532,,DWARF,0.369306,0.010922,0.356472,35,0.0898065,-41.4646,-222.697,19,2458492.318,22.64414,4.006,5560,,8.2268,5.637313021
243200602,-42.47526796,203.1059837,10.491,10.9717,11.104,9.896,9.461,5603,4.38373,,DWARF,1.05922,0.0569071,0.99,310,0.028469259,6.11138,-1.23794,8,2458519.657,2.854317,6.011718,352.596741,,8.9454,8.631804265
243335710,59.67011128,289.8615919,12.9935,13.3397,13.512,12.496,12.244,6531,4.21847,,DWARF,1.49611,0.0684875,1.35,178,0.009003302,1.24624,0.271506,8,2458518.505,1.537368,1.874648,19329.38477,,12.212,4.284454922
244161191,-5.911267885,4.883093821,13.1672,14.681,16.45,11.171,10.324,2950,4.925,,DWARF,0.300639,0.00921362,0.277347,29,0.0000798,108.144,-68.1771,7,2458493.127,1.97353,2.169,867.428,,10.4527,7.654416408
245462406,55.70324976,38.82164151,10.2948,10.7407,11.008,9.655,9.322,6777,3.55013,,DWARF,3.34696,0.158272,1.45,592,0.035880025,7.13263,-7.66844,7,2458491.962,0.548213,1.077637,230.89679,,9.4022,9.091455262
245947683,14.81565712,70.37504994,10.2098,10.7414,11.117,9.45,9.064,6706,4.23304,,DWARF,1.51101,0.0763015,1.424,106,1.49795079,11.0307,-28.7967,7_8,2458491.921,4.36539,2.427,1470,,10.2681,7.081706663
248075138,-42.07363747,192.9814917,11.3728,11.9686,12.169,10.542,10.033,5315,4.61012,0.29,DWARF,0.786807,0.0461156,0.92,255,0.034034315,-49.7811,4.86534,7_8,2458496.718,4.97019,1.625,14440,,9.836,4.601082017
248092710,-44.09935676,193.2606883,9.6517,10.0354,10.16,9.118,8.821,6307,3.44662,,DWARF,3.48687,0.171218,1.24,292,0.07048508,-23.4237,-0.764283,7,2458493.272,1.710026,2.199119,11615.42773,,10.3887,4.837411982
248111245,-46.58771827,193.5525455,12.3335,12.6792,12.782,11.831,11.55,6669,4.13639,,DWARF,1.68054,0.114653,1.41,397,0.5555847,-13.5933,0.545336,15,2458714.597,11.324682,5.970414,1937.583008,,10.5954,6.781849207
248434716,-5.671108938,77.40362722,11.0057,11.6464,12.105,10.066,9.375,,,,GIANT,,,,,,-7.9,32.3,22,2458899.61,2.791791,1.466425,1018.977143,,10.0721,7.479588894
249067445,-0.370101496,79.43245467,8.95699,9.01101,9.04,8.797,8.763,8897,4.26801,,DWARF,1.82076,0.0596985,2.241,119,0.002990662,-5.42684,-4.66099,12,2458640.614,0.59706,0.681,1030,,9.9806,7.467906938
249812036,49.42657825,339.7855066,9.624,9.75736,9.824,9.335,9.23,8224,3.81165,,DWARF,2.92338,0.0987036,2.02,623,0.376479268,5.23541,-3.87845,14_15,2458695.012,12.437607,1.732323,128446.9063,,12.4647,2.228190879
249862365,52.70428905,38.12272439,9.10226,9.50131,9.625,8.507,8.232,6208,3.98689,,DWARF,1.83692,0.0813266,1.194,395,0.025079085,41.2182,-46.0981,15_16,2458713.141,2.63999,2.824,830,,9.90482,7.702304769
250386181,-4.985566067,30.11436667,9.89377,10.2441,10.329,9.437,9.125,6321.46,4.46567,-0.4916,DWARF,1.08176,0.0447638,1.247,32,0.012657816,26.4273,-27.85,15_16,2458711.814,1.25562,2.304,290,,9.1384,8.844005005
250484865,-2.928875488,94.2055542,8.7973,9.19352,9.349,8.262,7.951,5998,4.39303,,DWARF,1.10964,0.0511357,1.11,306,0.009082161,23.1402,-61.4437,20,2458822.868,13.20692,4.959,790,,10.3042,7.755932272
250724252,53.12154035,33.50522978,10.2845,10.4138,10.552,9.964,9.898,9078,,,DWARF,2.29786,,,415,0.07717375,1.2,-7.4,21,2458872.644,2.972133,4.741896,8471.562642,,12.5119,5.180091184
251848941,-30.45374026,7.301262525,10.42,11.1523,11.955,9.372,8.656,4339,4.63043,,DWARF,0.660806,0.0596206,0.68,24,0.009163799,149.953,-87.2528,21,2458878.578,7.33855,4.08,860,,9.91008,7.663753872
251852984,-32.05931224,8.202810269,13.3547,14.0318,14.353,12.412,11.747,4558,4.51608,,DWARF,0.775641,,0.72,,,-15.8967,-24.5589,18,2458792.46,2.472722,2.427149,2946.394287,,7.42812,6.326772841
251855940,-32.16652769,8.65967155,13.5134,13.9495,14.157,12.928,12.568,5805,4.40871,,DWARF,1.05486,,1.04,,,1.39705,-11.5945,19_20,2458817.585,3.76501,2.835,14570,,9.88278,4.591351121
251878904,-34.21490389,9.691980269,13.5477,14.0293,14.328,12.851,12.376,5504,4.21065,,DWARF,1.27966,,0.97,,,17.5807,-0.824847,24,2458955.917,3.056526,4.24375,8416.110076,,10.6506,5.187221482
252479260,50.12835096,155.6816352,9.007,9.51936,9.763,8.293,7.837,5357.72,4.37098,0.282809,DWARF,1.04181,0.0524246,0.93,59,0.069924004,-26.1816,83.7273,14,2458684.934,1.88327,2.472,846.992004,,9.7604,7.680301724
252616865,52.56264795,345.9946574,10.0687,10.3905,10.547,9.572,9.349,6720,4.08576,,DWARF,1.79401,0.0729548,1.43,694,0.08487263,31.629,10.9241,14_15,2458703.403,29.889399,3.699373,760.597717,,8.0621,7.797112456
252636888,52.78709038,346.5184006,10.4116,10.8728,11.205,9.728,9.358,5855,3.44714,,DWARF,3.22194,0.160689,1.06,647,0.089747444,-18.8799,-17.7127,22,2458904.155,16.796111,3.49893,1816.275598,,11.1341,6.85204563
253132689,-57.25362704,194.7698231,10.3345,10.8354,10.868,9.606,9.214,5687,3.99738,,DWARF,1.66918,0.0865728,1.01,2262,0.07732237,-6.32588,-20.0711,22,2458899.672,2.643973,0.954893,6480.559516,,8.40346,5.470968741
253728991,-40.11174441,282.1404385,11.5247,11.9508,12.093,10.915,10.556,6027,,,DWARF,1.23975,,,897,0.098887585,-5.21399,-5.91829,15,2458711.558,0.641256,1.116108,1029.53479,,11.6459,7.468397433
253917293,-31.92423804,337.5006828,11.2901,11.6997,11.738,10.701,10.312,6042,4.27931,,DWARF,1.27054,0.06,1.12,45,0.04877348,28.3769,-27.2848,2,2458326.051,1.55028,1.571,23529.80078,,11.9969,4.070954375
253990973,-41.24217401,284.6887645,9.7345,10.1782,10.366,9.125,8.703,5801,4.38679,,DWARF,1.08183,0.0527236,1.04,638,0.017759232,24.9782,-71.7902,1_2,2458325.81,0.77707,1.408,1400,,11.5273,7.134679911
254113311,-41.43752286,286.3759317,10.1429,10.9028,11.595,9.055,8.351,4236,4.5169,,DWARF,0.741921,0.0675678,0.66,476,0.031178461,12.5383,-27.1797,2,2458355.807,4.47894,1.311,6430,,12.7703,5.479472568
255685030,-52.4604403,98.46893726,10.5868,11.0556,11.195,9.967,9.541,5624,4.51473,,DWARF,0.915519,0.047407,1,133,0.008331781,26.5492,33.568,18,2458793.277,5.33155,6.191,4220,,10.1035,5.936718873
255704097,-50.29744431,99.11516193,10.6237,10.7967,10.779,10.314,10.179,7686,4.28817,,DWARF,1.59435,0.0562261,1.8,117,0.11541418,-7.67043,10.1288,5,2458440.377,2.17542,4.64,8070,,11.8282,5.232816163
255760319,-53.10752366,99.71458046,8.9944,9.39012,9.532,8.473,8.186,6136,3.87872,,DWARF,2.05071,0.0914925,1.16,136,0.004990411,5.40006,-17.3454,5,2458441.133,4.76407,3.079,13350,,11.9012,4.686296836
255930614,38.34730858,247.6234104,7.6262,8.01416,8.15,7.118,6.819,6084,4.16601,0.33,DWARF,1.46043,0.0726558,1.14,60,0.002212608,-77.8994,52.5643,7,2458492.258,0.68088,1.458,1580,,8.45086,7.003357283
256414077,60.71553077,15.60652089,10.5907,10.9691,10.973,9.747,9.263,6747,4.07992,,DWARF,1.81303,,1.441,,,-1.99624,-2.24593,25,2458984.224,5.24612,4.194,1030,,10.5163,7.467906938
256621916,60.2464387,300.4883193,10.4243,10.8377,10.9678,9.806,9.462,,,,DWARF,,,,,,8.4,-16.6,1,2458327.399,2.28139,0.859711,1077.390747,,9.7828,7.419066897
256783784,36.32159259,329.4015648,9.4653,9.92599,10.061,8.811,8.438,5587,4.51246,,DWARF,0.913321,0.0474046,0.99,322,0.021362491,42.513,-43.7983,14_15_16_17_18,2458686.338,13.74306,2.366,10939.95313,,8.88797,4.902461347
256886630,41.4495095,329.3850204,8.26618,8.31774,8.33,8.105,8.051,9003,3.9381,,DWARF,2.68092,0.0728969,2.273,494,0.012051629,8.02614,-0.0293343,1_2_3_4_5_6_7_8_9_11_12_13,2458326.546,2.08461,1.835,12750,,12.0166,4.736224538
257241363,30.3224034,112.0181354,8.2558,8.75476,8.96,7.579,7.136,5378,4.46096,0.2,DWARF,0.939285,0.0550377,0.93,112,0.005537952,-22.0397,-155.884,8,2458521.291,3.28892,3.793,10518.90039,,Loading...,4.945074144
257567854,-23.81967822,52.81802906,11.185,11.5821,11.99,10.634,10.318,6153,4.35436,0.26,DWARF,1.19109,0.0504397,1.17,34,0.007853121,1.77077,-26.5162,11_12_13,2458602.524,31.814283,11.285807,11770.80566,,10.779,4.822984526
257605131,-37.93978324,62.96644592,10.2666,10.7498,10.939,9.636,9.19,5481,4.55516,,DWARF,0.856226,0.0441055,0.96,34,0.035267532,-11.1667,12.3745,13,2458659.684,12.836719,9.708126,10273.24137,,11.7106,4.97073127
258510872,66.15597068,304.6652174,11.9742,12.4902,12.693,11.282,10.932,6232,4.02733,,DWARF,1.75776,0.0798745,1.2,162,0.026420854,0.540072,-3.80636,5,2458440.936,5.52889,2.351,20670.80078,,8.8695,4.211606747
258514800,70.94379445,305.4743133,10.1522,10.6417,10.936,9.465,9.061,5466,4.48625,,DWARF,0.92499,0.0470452,0.956,137,0.028933162,46.4015,-20.6892,5,2458438.417,0.76502,1.028,1901.359985,,9.1577,6.802339126
258777134,71.7136,286.74788,10.451,,,10.204,9.778,,,,,,,,,,,,8_9,2458521.391,3.47623,1.879,1440,,9.9223,7.10409377
258777137,71.71230205,286.7473992,9.9478,10.4568,10.348,8.74,8.336,5599,,,DWARF,1.06469,,,112,1.26693869,-20.36,17.32,1_2_4_5_6_7_8_9_10_11_12,2458339.723,18.01633,2.479,610,,10.0814,8.036675412
258801269,66.29075046,287.0250388,10.938,11.3466,11.55,10.365,10.044,6004,4.06315,,DWARF,1.62226,0.0747739,1.11,131,0.04963252,4.72294,-12.4585,1_2_3_4_5,2458328.944,15.086964,2.180748,2005.294556,,12.1293,6.744554563
258829450,66.76816178,287.6664989,10.1556,10.505,10.129,9.336,9.043,,,,,,,,,,5.50421,-18.4327,1_2_3_4_5_7_8_9_10_11_12_13,2458325.42,4.554481,7.897643,252.970779,,11.546,8.992324105
258871793,66.32812926,287.8947789,12.6445,13.0641,13.174,12.027,11.658,5954,4.26434,,DWARF,1.2752,0.0605402,1.09,109,0.056517765,0.744041,-14.996,1_2_3_4_5,2458329.823,9.010124,1.920005,4028.362793,,12.5395,5.98717856
259126549,69.1130073,291.4118396,10.9828,11.3786,11.534,10.403,10.135,6403,,,DWARF,1.42918,,,106,0.03807998,0.9,-6.4,5_6,2458442.025,11.020153,3.638535,1076.926758,,11.3877,7.41953458
259129875,68.01466189,291.880214,10.5896,10.846,10.798,10.216,10.055,7111,3.9053,,DWARF,2.32119,0.095025,1.58,153,0.058563303,2.85921,7.61777,11,2458601.344,1.76442,2.749,8800,,8.522,5.13879332
259168516,65.97436723,292.3133807,13.3081,14.6457,15.87,11.637,10.821,3231,5.04064,,DWARF,0.213459,0.00640239,0.182476,162,0.020717131,56.5741,-131.332,11,2458601.344,1.76447,2.749,2640,,Loading...,6.445990183
